seed,tracker,scans,total_births,total_confirmed_births,rms_gospa,rms_localization,rms_missed,rms_false,early_rms_gospa,late_rms_gospa,mean_cardinality_error,mean_false_targets,mean_missed_targets,final_birth_atoms,recurrent_birth_atoms,spurious_birth_atoms,birth_region_error,runtime_seconds
157,pmbm_broad,96,NaN,NaN,4.66820626302,0.661802876599,3.81881307913,2.60208249933,4.71346372915,4.64541218927,0.427083333333,0.135416666667,0.291666666667,NaN,NaN,NaN,NaN,123.704097986
157,pmbm_oracle,96,NaN,NaN,3.21847041858,0.68023415231,1.44337567297,2.79508497187,3.12829141892,3.26262534657,0.197916666667,0.15625,0.0416666666667,NaN,NaN,NaN,NaN,4.59352111816
158,pmbm_broad,96,NaN,NaN,4.50515263304,0.710446043235,3.60843918244,2.60208249933,4.56605293394,4.47439165393,0.375,0.135416666667,0.260416666667,NaN,NaN,NaN,NaN,142.877680063
158,pmbm_oracle,96,NaN,NaN,3.309277327,0.73119748382,1.25,2.97559517856,3.15067129395,3.3857953038,0.208333333333,0.177083333333,0.03125,NaN,NaN,NaN,NaN,4.69449210167
159,pmbm_broad,96,NaN,NaN,4.61114099963,0.655200721239,3.75,2.60208249933,4.56408333759,4.63449065394,0.395833333333,0.135416666667,0.28125,NaN,NaN,NaN,NaN,123.387487888
159,pmbm_oracle,96,NaN,NaN,3.21670316447,0.671822830075,1.02062072616,2.97559517856,2.28202725096,3.59401512037,0.197916666667,0.177083333333,0.0208333333333,NaN,NaN,NaN,NaN,4.56913900375
160,pmbm_broad,96,NaN,NaN,4.52629435788,0.834070708931,3.81881307913,2.28217732294,4.57358471174,4.50246292195,0.395833333333,0.104166666667,0.291666666667,NaN,NaN,NaN,NaN,153.319173813
160,pmbm_oracle,96,NaN,NaN,3.32695065281,0.807424287203,1.25,2.97559517856,3.16082554648,3.4069769447,0.208333333333,0.177083333333,0.03125,NaN,NaN,NaN,NaN,3.98238396645
161,pmbm_broad,96,NaN,NaN,5.09312846115,0.647398013918,4.20812705765,2.79508497187,5.19926243981,5.03922328575,0.510416666667,0.15625,0.354166666667,NaN,NaN,NaN,NaN,182.154767036
161,pmbm_oracle,96,NaN,NaN,3.29644296756,0.670723170702,1.90940653956,2.60208249933,3.37878494336,3.25449082205,0.208333333333,0.135416666667,0.0729166666667,NaN,NaN,NaN,NaN,4.07617402077
162,pmbm_broad,96,NaN,NaN,4.78688484552,0.720023048908,3.95284707521,2.60208249933,4.55252839319,4.89986146753,0.40625,0.135416666667,0.3125,NaN,NaN,NaN,NaN,130.891104937
162,pmbm_oracle,96,NaN,NaN,3.07076064677,0.758554073928,1.25,2.70030862434,2.58210810434,3.28796522083,0.177083333333,0.145833333333,0.03125,NaN,NaN,NaN,NaN,3.9401819706
163,pmbm_broad,96,NaN,NaN,4.86742735099,0.880444405088,3.75,2.97559517856,4.78763401863,4.90683745171,0.395833333333,0.177083333333,0.28125,NaN,NaN,NaN,NaN,134.823971987
